Longitude,Latitude,A. californica Priority,A. eriocarpa Priority,A. erosa Priority,A. vestita Priority,Accessibility Score,Survey Status
-121.73025,36.368050000000004,0.13691069185733795,0.19117829203605652,1.323616106674308e-5,1.6870529279122692e-11,0.1212645098567009,not visited
-121.72195,36.368050000000004,0.06687043607234955,0.17178106307983398,1.3185605212129303e-6,2.060509965776114e-12,0.09851974993944168,not visited
-121.71365,36.368050000000004,0.033331677317619324,0.13954293727874756,1.408701848504279e-7,5.809486463941027e-13,0.07984405755996704,not visited
-121.70535,36.368050000000004,0.04288661852478981,0.1472160965204239,2.9273568458165755e-8,9.938132131473432e-13,0.0778905525803566,not visited
-121.69705,36.368050000000004,0.07380843907594681,0.18699468672275543,6.858341805582313e-8,3.0081087360606107e-12,0.09432195872068405,not visited
-121.68875,36.368050000000004,0.10561283677816391,0.2395508885383606,2.1169573471979675e-7,8.055097387715815e-12,0.11870007961988449,not visited
-121.68045,36.368050000000004,0.04785172641277313,0.14603093266487122,1.980523620659369e-7,4.183409261365734e-12,0.0757363960146904,not visited
-121.67215,36.368050000000004,0.040321964770555496,0.2225315272808075,2.429885341825866e-7,1.5394409922167562e-12,0.11771882325410843,not visited
-121.66385,36.368050000000004,0,0,0,0,0,not visited
-121.63895,36.368050000000004,0,0,0,0,0,not visited
-121.63065,36.368050000000004,0.013434907421469688,0.15454594790935516,4.586449442456342e-9,2.0141167379750247e-12,0.08109617233276367,not visited
-121.62235,36.368050000000004,0.034227386116981506,0.25999531149864197,3.1898849783829064e-8,4.772759010923666e-12,0.14032511413097382,not visited
-121.61405,36.368050000000004,0.050883546471595764,0.3285647928714752,7.960211689805874e-8,9.376836113128562e-12,0.17457124590873718,not visited
-121.90455,36.359750000000005,0,0,0,0,0,not visited
-121.89625,36.359750000000005,0.3218248188495636,0.428053081035614,3.319940731216775e-7,5.869072589037572e-13,0.24059543013572693,not visited
-121.88795,36.359750000000005,0.2984987795352936,0.44972482323646545,8.576566301599087e-8,4.542611675272673e-13,0.2231573611497879,not visited
-121.82155,36.359750000000005,0.16249188780784607,0.257896363735199,3.5013538735029215e-8,8.09896515629148e-14,0.1487959772348404,not visited
-121.81325,36.359750000000005,0.28204432129859924,0.30804485082626343,2.9158678671592497e-7,4.0817810286267187e-13,0.23448927700519562,not visited
-121.80495,36.359750000000005,0.33629900217056274,0.3015408217906952,1.18500850021519e-6,2.881669946067089e-12,0.253745436668396,not visited
-121.79665,36.359750000000005,0.3224315941333771,0.42874568700790405,1.4801980796619318e-6,4.4096748821886855e-12,0.24826866388320923,not visited
-121.78835,36.359750000000005,0.16596563160419464,0.2544214129447937,4.848469075113826e-7,1.7936360946838037e-12,0.1314801722764969,not visited
-121.78005,36.359750000000005,0.16383488476276398,0.21069782972335815,4.5687750116485404e-7,1.7662590140465895e-12,0.12616045773029327,not visited
-121.77175,36.359750000000005,0.18850068747997284,0.22537744045257568,5.079899665361154e-7,3.347915694673631e-12,0.1422090381383896,not visited
-121.76345,36.359750000000005,0.12567618489265442,0.11871063709259033,1.1090427278759307e-6,3.6415280513235615e-12,0.09989102929830551,not visited
-121.75515,36.359750000000005,0.1337287575006485,0.054436322301626205,4.313760655350052e-6,8.085586887529583e-12,0.10637678951025009,not visited
-121.74685,36.359750000000005,0.11597579717636108,0.038001712411642075,5.414429779193597e-6,8.511324457727287e-12,0.08750542998313904,not visited
-121.73855,36.359750000000005,0.08464393764734268,0.034722521901130676,3.359923312018509e-6,5.250622853170128e-12,0.06402377039194107,not visited
-121.73025,36.359750000000005,0.13021992146968842,0.12472886592149734,6.271082384046167e-6,2.1006425765524028e-11,0.09953431040048599,not visited
-121.72195,36.359750000000005,0.1460438370704651,0.24598538875579834,9.978470188798383e-6,2.9073738208595934e-11,0.14422711730003357,not visited
-121.71365,36.359750000000005,0.11778656393289566,0.25335684418678284,4.352149517217185e-6,4.968230687962816e-12,0.14891047775745392,not visited
-121.70535,36.359750000000005,0.08375073224306107,0.20625735819339752,4.33238767527655e-7,4.198485309414579e-12,0.1035076305270195,not visited
-121.69705,36.359750000000005,0.0923631340265274,0.18993961811065674,4.4813813815380854e-7,3.2690269761992408e-12,0.11111806333065033,not visited
-121.68875,36.359750000000005,0.09191794693470001,0.13401466608047485,8.359129424206913e-7,3.8058575388411064e-12,0.09322253614664078,not visited
-121.68045,36.359750000000005,0.06767295300960541,0.17296557128429413,7.548639473498042e-7,2.7894401198602647e-12,0.10137558728456497,not visited
-121.67215,36.359750000000005,0.044233109802007675,0.2230413556098938,3.0198501121958543e-7,1.951064526953261e-12,0.11359022557735443,not visited
-121.66385,36.359750000000005,0,0,0,0,0,not visited
-121.63895,36.359750000000005,0.11270246654748917,0.26883000135421753,6.900783660057641e-7,1.9465934072981916e-11,0.1416575014591217,not visited
-121.63065,36.359750000000005,0.11078394949436188,0.3321748673915863,2.3468953713745577e-7,2.7176689718078073e-11,0.1678142249584198,not visited
-121.62235,36.359750000000005,0.028475839644670486,0.18362773954868317,1.4453830132765688e-8,4.71278875299741e-12,0.10169635713100433,not visited
-121.61405,36.359750000000005,0.014650807715952396,0.1452001929283142,7.163418747069272e-9,2.3026246707968934e-12,0.08905910700559616,not visited
-121.88795,36.35145000000001,0.5834298133850098,0.8811735510826111,1.6053533045123913e-6,1.3204888571483053e-12,0.4361708462238312,not visited
-121.87965,36.35145000000001,0.37257423996925354,0.5632807612419128,5.552506081585307e-7,4.934518505611551e-13,0.2785356342792511,not visited
-121.87135,36.35145000000001,0.1933831423521042,0.28386473655700684,6.001067021088602e-8,6.321354030502935e-14,0.14457324147224426,not visited
-121.86305,36.35145000000001,0.3429284691810608,0.5021476149559021,1.4060175601571245e-7,1.4640765271141387e-13,0.25640177726745605,not visited
-121.82155,36.35145000000001,0.14743170142173767,0.24070391058921814,3.453104469031132e-9,6.049421895490056e-14,0.12273145467042923,not visited
-121.81325,36.35145000000001,0.13645192980766296,0.182667076587677,1.3525530917490869e-8,6.543597179950802e-14,0.11252526938915253,not visited
-121.80495,36.35145000000001,0.12348532676696777,0.08922496438026428,5.031073513350748e-8,1.284072132477776e-13,0.10259046405553818,not visited
-121.79665,36.35145000000001,0.11005991697311401,0.09040980041027069,5.357354737611786e-8,1.70292667228851e-13,0.09285254031419754,not visited
-121.78835,36.35145000000001,0.10867837816476822,0.16026610136032104,3.0450184596020335e-8,2.608620242559867e-13,0.09088460355997086,not visited
-121.78005,36.35145000000001,0.14503979682922363,0.2275373786687851,4.3200228105888527e-07,1.8572795211502235e-12,0.1144881621003151,not visited
-121.77175,36.35145000000001,0.1831805258989334,0.27201682329177856,9.22098251976422e-7,5.35398895357142e-12,0.13788117468357086,not visited
-121.76345,36.35145000000001,0.16229382157325745,0.23743930459022522,5.101682063468616e-7,4.220957351003252e-12,0.1241280734539032,not visited
-121.75515,36.35145000000001,0.1671813577413559,0.2230447232723236,5.212639280216536e-7,2.811535075933347e-12,0.12771649658679962,not visited
-121.74685,36.35145000000001,0.1510828584432602,0.16985756158828735,6.369190828081628e-7,2.3881998809094362e-12,0.11423936486244202,not visited
-121.73855,36.35145000000001,0.10440506786108017,0.0876314789056778,4.5539772486336005e-7,1.0108860363372552e-12,0.08591406047344208,not visited
-121.73025,36.35145000000001,0.06356283277273178,0.052009791135787964,6.927145363988529e-7,2.0442176597301742e-12,0.053261853754520416,not visited
-121.72195,36.35145000000001,0.2410535365343094,0.29094061255455017,1.6158996004378423e-5,3.249599547783255e-11,0.18722379207611084,not visited
-121.71365,36.35145000000001,0.20359700918197632,0.29622572660446167,2.193913132941816e-5,3.2681298639536394e-11,0.17514891922473907,not visited
-121.70535,36.35145000000001,0.15184913575649261,0.2287614792585373,6.739192940585781e-6,1.1382742838572657e-11,0.13893218338489532,not visited
-121.69705,36.35145000000001,0.1489039659500122,0.2301393449306488,1.2798544730685535e-6,1.650231513938838e-11,0.12269812822341919,not visited
-121.68875,36.35145000000001,0.0939839705824852,0.18927033245563507,7.028641562101257e-7,9.57475331658797e-12,0.10445085167884827,not visited
-121.68045,36.35145000000001,0.017451489344239235,0.08940847218036652,1.397550448700713e-7,2.550761522574635e-13,0.053192388266325,not visited
-121.67215,36.35145000000001,0.031221512705087662,0.1426628679037094,6.49343974146177e-8,7.776547960268443e-13,0.07887127250432968,not visited
-121.66385,36.35145000000001,0.05988001823425293,0.18504080176353455,9.130877032248463e-8,1.6493316044516315e-12,0.09165550023317337,not visited
-121.65555,36.35145000000001,0.05280318483710289,0.16515955328941345,6.750764924845498e-8,1.782330576530211e-12,0.08162525296211243,not visited
-121.64725,36.35145000000001,0.047172196209430695,0.1468033790588379,9.563039782278793e-8,2.68111227663681e-12,0.07315000891685486,not visited
-121.63895,36.35145000000001,0.05271671712398529,0.13255155086517334,1.8871777740514517e-7,7.605547268363377e-12,0.06623005121946335,not visited
-121.63065,36.35145000000001,0.07050850242376328,0.1544368863105774,2.619051144847617e-7,1.2941795204945983e-11,0.09530603885650635,not visited
-121.62235,36.35145000000001,0.04980657249689102,0.15428471565246582,1.7519724337944353e-7,7.0076232143445605e-12,0.11072928458452225,not visited
-121.61405,36.35145000000001,0,0,0,0,0,not visited
-121.82155,36.34315,0.04629170522093773,0.06340530514717102,1.4325308994589392e-10,4.9952573747866734e-15,0.03614156320691109,not visited
-121.81325,36.34315,0.0413806177675724,0.07611019909381866,1.3689283040463351e-10,5.425433221445137e-15,0.04199409484863281,not visited
-121.80495,36.34315,0,0,0,0,0,not visited
-121.79665,36.34315,0.05705659091472626,0.08835244178771973,4.945360787544928e-10,8.102967048154077e-15,0.06779380142688751,not visited
-121.78835,36.34315,0.0801917314529419,0.1181524246931076,2.355375228191292e-9,7.279243939388447e-14,0.07517455518245697,not visited
-121.78005,36.34315,0.11576737463474274,0.1844799667596817,8.381427107906347e-8,5.246104657456729e-13,0.09194307774305344,not visited
-121.77175,36.34315,0.18017786741256714,0.2560175657272339,4.345326487964485e-6,7.833454371275472e-12,0.13673216104507446,not visited
-121.76345,36.34315,0.20704561471939087,0.3406398296356201,7.344833193201339e-6,1.1090147897241387e-11,0.18902018666267395,not visited
-121.75515,36.34315,0.11467992514371872,0.2112160474061966,6.601561608476914e-7,7.254456909321083e-13,0.10936550050973892,not visited
-121.74685,36.34315,0.1532212197780609,0.23512671887874603,1.1022560642004464e-7,1.0822907240554125e-12,0.11953114718198776,not visited
-121.73855,36.34315,0.10811559855937958,0.14951208233833313,1.5912800677142513e-7,4.755297718095353e-13,0.09389594197273254,not visited
-121.73025,36.34315,0.08577930927276611,0.08597515523433685,2.2582254644021305e-7,4.64220458948339e-13,0.07897090911865234,not visited
-121.72195,36.34315,0.06506068259477615,0.04676217585802078,1.1717950201273197e-6,1.4166094512713112e-12,0.05834959074854851,not visited
-121.71365,36.34315,0.12075940519571304,0.12639188766479492,1.663176590227522e-5,8.967486198052654e-10,0.10361798852682114,not visited
-121.70535,36.34315,0.11471350491046906,0.17597642540931702,2.2464424546342343e-5,1.3068659487913692e-9,0.08902387320995331,not visited
-121.69705,36.34315,0.11704069375991821,0.16741088032722473,1.1123735930596013e-5,4.766757544238942e-10,0.09240787476301193,not visited
-121.68875,36.34315,0.10335873812437057,0.14656883478164673,2.322532509424491e-6,7.742176691416525e-12,0.09066396206617355,not visited
-121.68045,36.34315,0.020810987800359726,0.05542755126953125,1.6759815935074585e-7,6.865752541149184e-13,0.03522850573062897,not visited
-121.67215,36.34315,0.00964798592031002,0.06361747533082962,1.681639183459538e-8,3.140499470720426e-13,0.03761330991983414,not visited
-121.66385,36.34315,0.022845612838864326,0.09345930814743042,1.1524194043488478e-8,8.00749820183827e-13,0.05109652504324913,not visited
-121.65555,36.34315,0.014456560835242271,0.050379566848278046,2.0251349042155198e-8,5.707745474176074e-13,0.03174428269267082,not visited
-121.64725,36.34315,0.03585457801818848,0.11343222856521606,7.86177807299282e-8,2.4599460923119265e-12,0.06478431820869446,not visited
-121.63895,36.34315,0.03918443247675896,0.1435886174440384,1.7700227772365906e-7,6.066591239778374e-12,0.0726432055234909,not visited
-121.63065,36.34315,0.0549900196492672,0.1977701634168625,3.097043759225926e-7,1.532821439220733e-11,0.10037761926651001,not visited
-121.62235,36.34315,0.06713655591011047,0.1917668730020523,3.2339676181436516e-7,1.543155533911822e-11,0.10335353016853333,not visited
-121.61405,36.34315,0.06572238355875015,0.16886860132217407,4.775549768964993e-7,7.455988083882037e-12,0.1060575619339943,not visited
-121.60575,36.34315,0,0,0,0,0,not visited
-121.59745,36.34315,0,0,0,0,0,not visited
-121.58915,36.34315,0,0,0,0,0,not visited
-121.55595,36.34315,0,0,0,0,0,not visited
-121.54765,36.34315,0,0,0,0,0,not visited
-121.53935,36.34315,0,0,0,0,0,not visited
-121.82155,36.33485,0,0,0,0,0,not visited
-121.81325,36.33485,0,0,0,0,0,not visited
-121.80495,36.33485,0,0,0,0,0,not visited
-121.79665,36.33485,0,0,0,0,0,not visited
-121.78835,36.33485,0.10913676768541336,0.18044382333755493,7.086229381059184e-10,2.2308323672495453e-14,0.10081633925437927,not visited
-121.78005,36.33485,0.11303281038999557,0.18564431369304657,7.843593330392196e-9,8.153499847941142e-14,0.10089913755655289,not visited
-121.77175,36.33485,0.11332496255636215,0.1702437698841095,4.1358387647960626e-7,8.885411937470389e-13,0.1000252291560173,not visited
-121.76345,36.33485,0.09560134261846542,0.17558835446834564,4.988196451449767e-7,9.436518406957806e-13,0.09795872867107391,not visited
-121.75515,36.33485,0.06376510858535767,0.15727373957633972,6.00540772666136e-8,1.5569968545795648e-13,0.07877499610185623,not visited
-121.74685,36.33485,0.06421957910060883,0.12247608602046967,1.3702961432215943e-8,3.5834814391018377e-13,0.06070338562130928,not visited
-121.73855,36.33485,0.10903671383857727,0.1781909018754959,8.893630365491845e-8,8.111662925559815e-13,0.09283874183893204,not visited
-121.73025,36.33485,0.10428797453641891,0.15477047860622406,1.9706861564827705e-7,6.101562397692328e-13,0.09691251069307327,not visited
-121.72195,36.33485,0.09957794100046158,0.12418030947446823,8.132180369102571e-7,8.309877308834701e-13,0.09822946786880493,not visited
-121.71365,36.33485,0.09906261414289474,0.12854023277759552,3.3883350170071935e-6,4.37830494082192e-10,0.08472408354282379,not visited
-121.70535,36.33485,0.07487029582262039,0.11720146983861923,3.947846835217206e-6,6.392206763905506e-10,0.06372509151697159,not visited
-121.69705,36.33485,0.06135816499590874,0.11398845911026001,2.3007958134257933e-6,3.0714139565013454e-10,0.06633588671684265,not visited
-121.68875,36.33485,0.05667366459965706,0.12221609055995941,5.897182404623891e-7,2.038631850137529e-12,0.06802709400653839,not visited
-121.68045,36.33485,0.03182510286569595,0.0859823077917099,7.847327054832931e-8,9.607009198581151e-13,0.045109186321496964,not visited
-121.67215,36.33485,0.021492937579751015,0.0962204784154892,8.205400803262819e-9,7.728699407891226e-13,0.05068138241767883,not visited
-121.66385,36.33485,0.013728258199989796,0.056451309472322464,3.50700339879495e-8,4.569829215560206e-13,0.031381163746118546,not visited
-121.65555,36.33485,0.06599438190460205,0.14608776569366455,7.706657356720825e-7,9.52320947794627e-12,0.07913525402545929,not visited
-121.64725,36.33485,0.043138328939676285,0.08834049105644226,5.54247094441962e-7,9.377417245493014e-12,0.04480382055044174,not visited
-121.63895,36.33485,0.03916323184967041,0.12797033786773682,2.31250155025009e-7,6.565610034814373e-12,0.06477274000644684,not visited
-121.63065,36.33485,0.035828232765197754,0.17558126151561737,3.0024366992620344e-7,7.40042922775519e-12,0.08847314864397049,not visited
-121.62235,36.33485,0.055393777787685394,0.23737254738807678,2.2603606453230896e-7,1.3070066730291874e-11,0.1327190101146698,not visited
-121.61405,36.33485,0.05027635768055916,0.15771925449371338,4.627169971627154e-7,2.59671516060489e-12,0.12516628205776215,not visited
-121.60575,36.33485,0.06982750445604324,0.1359080970287323,4.247100378051982e-7,1.1151794765407175e-11,0.10785435140132904,not visited
-121.59745,36.33485,0.0609726682305336,0.13092251121997833,1.4168435313877126e-7,1.4880215115642415e-11,0.0902101919054985,not visited
-121.58915,36.33485,0.012777550145983696,0.04809558391571045,1.1037990521600705e-9,2.0316348429971764e-12,0.04612553119659424,not visited
-121.58085,36.33485,0.013440283946692944,0.0872236043214798,8.850598476328742e-9,1.597608221930169e-12,0.07861845940351486,not visited
-121.57255,36.33485,0.030516669154167175,0.16834574937820435,6.934034502137365e-8,1.2680976060885918e-11,0.10733336210250854,not visited
-121.56425,36.33485,0.06326489895582199,0.2279299795627594,2.3539462290500524e-7,4.3106046510033025e-11,0.11956387013196945,not visited
-121.55595,36.33485,0,0,0,0,0,not visited
-121.54765,36.33485,0.009976496919989586,0.14127413928508759,3.788629499013041e-8,7.714503515166005e-12,0.08088942617177963,not visited
-121.53935,36.33485,0,0,0,0,0,not visited
-121.79665,36.326550000000005,0,0,0,0,0,not visited
-121.78835,36.326550000000005,0,0,0,0,0,not visited
-121.78005,36.326550000000005,0.04852248355746269,0.13095423579216003,1.782435171682195e-10,1.3366095204378134e-14,0.06572025269269943,not visited
-121.77175,36.326550000000005,0.04155866056680679,0.13563497364521027,2.00807703798489e-9,4.556840744584373e-14,0.06857974082231522,not visited
-121.76345,36.326550000000005,0.03320767357945442,0.10123836994171143,1.878899702489889e-9,4.6916568801616196e-14,0.05152023583650589,not visited
-121.75515,36.326550000000005,0.0385873019695282,0.10131603479385376,3.111068735961453e-9,1.0177825921463268e-13,0.0509626641869545,not visited
-121.74685,36.326550000000005,0.08666475117206573,0.16930609941482544,1.2467337384691746e-8,3.7640997632183704e-13,0.08374941349029541,not visited
-121.73855,36.326550000000005,0.08386240899562836,0.14271913468837738,4.492759231311538e-8,4.794106192758385e-13,0.07163013517856598,not visited
-121.73025,36.326550000000005,0.07055751234292984,0.10180903226137161,1.1409174049958892e-7,3.566183806591461e-13,0.0780092254281044,not visited
-121.72195,36.326550000000005,0.06107597053050995,0.07080690562725067,6.491428052868287e-7,1.5562653162687345e-12,0.06860873103141785,not visited
-121.71365,36.326550000000005,0.06997741758823395,0.12283269315958023,1.1148601970489835e-6,4.320884275377246e-11,0.07662574201822281,not visited
-121.70535,36.326550000000005,0.020205030217766762,0.0760563462972641,3.3045373015738733e-07,4.8146705372564824e-11,0.04457922652363777,not visited
-121.69705,36.326550000000005,0.03548026084899902,0.14165368676185608,2.6993694746124675e-7,3.917170060541153e-11,0.07399993389844894,not visited
